Pozo,date,bapd,bppd,bsw,mscf,pco2,temp,Na,pH,SO4,Cl,Fe,bicarb,Press,Ca,criticidad
AGR-54,8/16/2019,3791.61,285.39,93,51,16.74,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK
AGR-14,8/16/2019,2686.02,331.98,89,50,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK
SHS-211,8/16/2019,1495.8,166.2,90,61,82.5,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK
SHS-71,8/16/2019,3312,368,90,20,44.55,145,19751.20059,6,117,36200,43,1805.6,175,1280,LOW RISK
SHS-17,8/16/2019,145.2,96.8,60,43,7.68,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
SHS-111,8/16/2019,228,372,38,38,16.2,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK
AGR-30,8/16/2019,3074.2,970.8,76,254,11.64,145,35071.88621,6.5,100,67900,138.48,320,180,6880,LOW RISK
SHS-135,8/16/2019,165,110,60,62,46.2,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK
SHS-87,8/16/2019,1698.24,1839.76,48,94,23.4,160,34140.60604,6.8,46,68000,64.7,180,150,6600,LOW RISK
SHS-199,8/16/2019,303.6,1016.4,23,46,6.25,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK
SHS-154,8/16/2019,283.5,121.5,70,48,5.82,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK
SHS-234,8/16/2019,187.2,351.75,33,239,9.9,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK
SHS-261,8/16/2019,465.5,484.5,49,160,16,154,29238.58221,6.5,35,57000,60.2,160,180,5760,LOW RISK
SHS-81,8/16/2019,574.66,399.34,59,201,10.92,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK
SHS-72,8/16/2019,445.26,97.74,82,93,8.7,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK
SHS-14,8/16/2019,570,190,75,61.1,28.08,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK
SHS-139,8/16/2019,2996.44,260.56,92,195,39.48,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK
SHS-73,8/16/2019,696,104,87,44,4.8,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK
SHS-80,8/16/2019,52.92,94.08,36,97,4.7,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK
SHS-20,8/16/2019,1763.98,218.02,89,146,8.65,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK
SHS-228,8/16/2019,4895.89,603.9,89,455,25.02,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK
SHS-75,8/16/2019,6193.8,684,90,385,63.58,208,4327.355246,6.5,60,7700,6.39,720,120,400,LOW RISK
SHS-224,8/16/2019,1092.72,163.28,87,79,7.84,166,23844.38529,6.3,125,46000,85.8,300,55,4640,LOW RISK
SHS-184,8/16/2019,229.08,8.34,98,45,7.26,107,22051.93996,6.5,87,45000,51.9,292.8,90,4800,LOW RISK
SHS-68,8/16/2019,3003,297,91,320,6.95,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK
SHS-95,8/16/2019,228,57,80,196,4.72,167,11792.7751,6.6,31,22200,134.1,756.4,65,1560,LOW RISK
SHS-137,8/16/2019,3975.84,542.16,88,29,3,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK
SHS-138,8/16/2019,4093.6,722.4,85,68,3.6,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK
SHS-177,8/16/2019,2232,868,72,28,7.5,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK
SHS-165,8/16/2019,3166.08,97.92,97,38.58,4,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK
SHS-17,8/16/2019,3710.7,295.8,91,12,4.65,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
AGR-33,8/17/2019,1554,518,75,112,7.5,200,36311.07612,6.1,19,75100,56.1,120,145,8600,LOW RISK
AGR-51,8/17/2019,423.36,248.64,63,24,7.4,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK
AGR-42,8/17/2019,4162.4,1040.6,80,48,8.8,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK
AGR-3,8/17/2019,1144.88,156.12,88,40,17.27,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK
AGR-40,8/17/2019,251.4,586.6,30,58,32.85,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK
AGR-40,8/17/2019,251.4,586.6,30,58,32.85,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK
AGR-5,8/17/2019,2622.6,168.42,94,95,11.2,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK
AGR-44,8/17/2019,5059.2,381.78,93,52,16.96,100,32065.58442,6.3,130,61000,50.2,390,160,5000,LOW RISK
AGR-54,8/17/2019,3791.61,285.39,93,51,16.74,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK
AGR-14,8/17/2019,2686.02,331.98,89,50,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK
SHS-211,8/17/2019,1495.8,166.2,90,61,82.5,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK
SHS-71,8/17/2019,3312,368,90,20,44.55,145,19751.20059,6,117,36200,43,1805.6,175,1280,LOW RISK
SHS-17,8/17/2019,145.2,96.8,60,43,7.68,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
SHS-111,8/17/2019,228,372,38,38,16.2,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK
AGR-30,8/17/2019,3074.2,970.8,76,254,11.64,145,35071.88621,6.5,100,67900,138.48,320,180,6880,LOW RISK
SHS-135,8/17/2019,165.6,110.4,60,62,46.2,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK
SHS-87,8/17/2019,1698.24,1839.76,48,93,23.4,160,34140.60604,6.8,46,68000,64.7,180,150,6600,LOW RISK
SHS-199,8/17/2019,302.45,1012.55,23,46,6.25,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK
SHS-154,8/17/2019,283.5,121.5,70,48,5.82,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK
SHS-234,8/17/2019,187.2,351.75,33,239,9.9,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK
SHS-261,8/17/2019,465.5,484.5,49,160,16,154,29238.58221,6.5,35,57000,60.2,160,180,5760,LOW RISK
SHS-81,8/17/2019,574.66,399.34,59,201,10.92,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK
SHS-72,8/17/2019,445.26,97.74,82,93,8.7,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK
SHS-14,8/17/2019,570,245.1,75,61.1,28.08,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK
SHS-139,8/17/2019,2985.4,259.6,92,195,39.48,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK
SHS-73,8/17/2019,696,104,87,45.6,4.8,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK
SHS-80,8/17/2019,52.2,92.8,36,97,4.7,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK
SHS-20,8/17/2019,1763.98,219.12,89,146,8.65,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK
SHS-228,8/17/2019,4886.1,603.9,89,455,25.02,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK
SHS-75,8/17/2019,6156,684,90,385,63.58,208,4327.355246,6.5,60,7700,6.39,720,120,400,LOW RISK
SHS-224,8/17/2019,1097.07,163.93,87,79,7.84,166,23844.38529,6.3,125,46000,85.8,300,55,4640,LOW RISK
SHS-184,8/17/2019,229.08,2.94,98,45,7.26,107,22051.93996,6.5,87,45000,51.9,292.8,90,4800,LOW RISK
SHS-68,8/17/2019,3003,297,91,320,6.95,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK
SHS-95,8/17/2019,228,57,80,196,4.72,167,11792.7751,6.6,31,22200,134.1,756.4,65,1560,LOW RISK
SHS-137,8/17/2019,3949.44,538.56,88,29,3,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK
SHS-138,8/17/2019,4093.6,722.4,85,68,3.6,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK
SHS-177,8/17/2019,2232,868,72,28,7.5,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK
SHS-165,8/17/2019,3119.52,96.48,97,38.58,4,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK
SHS-17,8/17/2019,3707.91,240.12,94,12,4.65,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
AGR-33,8/18/2019,1554,518,75,112,7.5,200,36311.07612,6.1,19,75100,56.1,120,145,8600,LOW RISK
AGR-51,8/18/2019,423.36,248.64,63,24,7.4,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK
AGR-42,8/18/2019,4162.4,1040.6,80,48,8.8,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK
AGR-3,8/18/2019,1144.88,156.12,88,40,17.27,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK
AGR-40,8/18/2019,251.4,586.6,30,58,32.85,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK
AGR-40,8/18/2019,251.4,586.6,30,58,32.85,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK
AGR-5,8/18/2019,2622.6,168.42,94,95,11.2,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK
AGR-44,8/18/2019,5059.2,381.78,93,52,16.96,100,32065.58442,6.3,130,61000,50.2,390,160,5000,LOW RISK
AGR-54,8/18/2019,3791.61,285.39,93,51,16.74,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK
AGR-14,8/18/2019,2686.02,331.98,89,50,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK
SHS-211,8/18/2019,1495.8,166.2,90,61,82.5,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK
SHS-71,8/18/2019,3312,368,90,20,44.55,145,19751.20059,6,117,36200,43,1805.6,175,1280,LOW RISK
SHS-17,8/18/2019,145.2,96.8,60,43,7.68,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
SHS-111,8/18/2019,228,372,38,38,16.2,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK
AGR-30,8/18/2019,3074.2,970.8,76,254,11.64,145,35071.88621,6.5,100,67900,138.48,320,180,6880,LOW RISK
SHS-135,8/18/2019,165.6,110.4,60,62,46.2,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK
SHS-87,8/18/2019,1698.24,1839.76,48,93,23.4,160,34140.60604,6.8,46,68000,64.7,180,150,6600,LOW RISK
SHS-199,8/18/2019,302.45,1012.55,23,46,6.25,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK
SHS-154,8/18/2019,283.5,121.5,70,48,5.82,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK
SHS-234,8/18/2019,187.2,351.75,33,239,9.9,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK
SHS-261,8/18/2019,465.5,484.5,49,160,16,154,29238.58221,6.5,35,57000,60.2,160,180,5760,LOW RISK
SHS-81,8/18/2019,574.66,399.34,59,201,10.92,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK
SHS-72,8/18/2019,445.26,97.74,82,93,8.7,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK
SHS-14,8/18/2019,570,245.1,75,61.1,28.08,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK
SHS-139,8/18/2019,2985.4,259.6,92,195,39.48,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK
SHS-73,8/18/2019,696,104,87,45.6,4.8,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK
SHS-80,8/18/2019,52.2,92.8,36,97,4.7,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK
SHS-20,8/18/2019,1763.98,219.12,89,146,8.65,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK
SHS-228,8/18/2019,4886.1,603.9,89,455,25.02,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK
SHS-75,8/18/2019,6156,684,90,385,63.58,208,4327.355246,6.5,60,7700,6.39,720,120,400,LOW RISK
SHS-224,8/18/2019,1097.07,163.93,87,79,7.84,166,23844.38529,6.3,125,46000,85.8,300,55,4640,LOW RISK
SHS-184,8/18/2019,229.08,2.94,98,45,7.26,107,22051.93996,6.5,87,45000,51.9,292.8,90,4800,LOW RISK
SHS-68,8/18/2019,3003,297,91,320,6.95,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK
SHS-95,8/18/2019,228,57,80,191,4.72,167,11792.7751,6.6,31,22200,134.1,756.4,65,1560,LOW RISK
SHS-137,8/18/2019,3949.44,538.56,88,29,3,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK
SHS-138,8/18/2019,4093.6,722.4,85,68,3.6,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK
SHS-177,8/18/2019,2232,868,72,28,7.5,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK
SHS-165,8/18/2019,3119.52,96.48,97,38.58,4,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK
SHS-17,8/18/2019,3707.91,240.12,94,15,4.65,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
AGR-33,8/19/2019,1554,518,75,112,7.5,200,36311.07612,6.1,19,75100,56.1,120,145,8600,LOW RISK
AGR-51,8/19/2019,423.36,248.64,63,24,7.4,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK
AGR-42,8/19/2019,4162.4,934.38,82,48,8.8,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK
AGR-3,8/19/2019,1144.88,155.16,88,40,17.27,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK
AGR-40,8/19/2019,251.4,470.4,30,51,32.85,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK
AGR-40,8/19/2019,251.4,470.4,30,51,32.85,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK
AGR-5,8/19/2019,2622.6,168.42,94,95,11.2,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK
AGR-44,8/19/2019,5059.2,381.78,93,52,16.96,100,32065.58442,6.3,130,61000,50.2,390,160,5000,LOW RISK
AGR-54,8/19/2019,3791.61,286.37,93,51,16.74,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK
AGR-14,8/19/2019,2686.02,330.88,89,50,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK
SHS-211,8/19/2019,1495.8,166.2,90,61,82.5,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK
SHS-71,8/19/2019,3312,368.2,90,20,44.55,145,19751.20059,6,117,36200,43,1805.6,175,1280,LOW RISK
SHS-17,8/19/2019,145.2,96.8,60,43,7.68,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
SHS-111,8/19/2019,228,372,38,38,16.2,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK
AGR-30,8/19/2019,3074.2,970.8,76,254,11.64,145,35071.88621,6.5,100,67900,138.48,320,180,6880,LOW RISK
SHS-135,8/19/2019,165.6,110.4,60,62,46.2,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK
SHS-87,8/19/2019,1698.24,1940,50,93,23.4,160,34140.60604,6.8,46,68000,64.7,180,150,6600,LOW RISK
SHS-199,8/19/2019,302.45,1010.24,23,46,6.25,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK
SHS-154,8/19/2019,283.5,122.1,70,48,5.82,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK
SHS-234,8/19/2019,187.2,351.75,33,239,9.9,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK
SHS-261,8/19/2019,465.5,485.52,49,160,16,154,29238.58221,6.5,35,57000,60.2,160,180,5760,LOW RISK
SHS-81,8/19/2019,574.66,399.34,59,201,10.92,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK
SHS-72,8/19/2019,445.26,97.74,82,93,8.7,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK
SHS-14,8/19/2019,570,245.1,75,61.1,28.08,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK
SHS-139,8/19/2019,2985.4,259.6,92,195,39.48,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK
SHS-73,8/19/2019,696,105.04,87,45.6,4.8,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK
SHS-80,8/19/2019,52.2,92.8,36,97,4.7,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK
SHS-20,8/19/2019,1763.98,219.12,89,146,8.65,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK
SHS-228,8/19/2019,4886.1,603.9,89,455,25.02,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK
SHS-75,8/19/2019,6156,684,90,385,63.58,208,4327.355246,6.5,60,7700,6.39,720,120,400,LOW RISK
SHS-224,8/19/2019,1097.07,163.93,87,79,7.84,166,23844.38529,6.3,125,46000,85.8,300,55,4640,LOW RISK
SHS-184,8/19/2019,229.08,10.64,93,35,7.26,107,22051.93996,6.5,87,45000,51.9,292.8,90,4800,LOW RISK
SHS-68,8/19/2019,3003,297,91,320,6.95,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK
SHS-95,8/19/2019,228,57.6,80,191,4.72,167,11792.7751,6.6,31,22200,134.1,756.4,65,1560,LOW RISK
SHS-137,8/19/2019,3949.44,538.56,88,29,3,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK
SHS-138,8/19/2019,4093.6,722.4,85,68,3.6,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK
SHS-177,8/19/2019,2232,868,72,28,7.5,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK
SHS-165,8/19/2019,3119.52,96.48,97,38.58,4,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK
SHS-17,8/19/2019,3707.91,279.93,93,14.32,4.65,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
AGR-33,8/20/2019,1554,518,75,112,7.5,200,36311.07612,6.1,19,75100,56.1,120,145,8600,LOW RISK
AGR-51,8/20/2019,423.36,248.64,63,24,7.4,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK
AGR-42,8/20/2019,4256.62,934.38,82,48,8.8,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK
AGR-3,8/20/2019,1137.84,155.16,88,40,17.27,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK
AGR-40,8/20/2019,201.6,470.4,30,51,32.85,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK
AGR-40,8/20/2019,201.6,470.4,30,51,32.85,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK
AGR-5,8/20/2019,2638.58,168.42,94,95,11.2,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK
AGR-44,8/20/2019,5072.22,381.78,93,52,16.96,100,32065.58442,6.3,130,61000,50.2,390,160,5000,LOW RISK
AGR-54,8/20/2019,3804.63,286.37,93,51,16.74,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK
AGR-14,8/20/2019,2677.12,330.88,89,50,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK
SHS-211,8/20/2019,1495.8,166.2,90,61,82.5,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK
SHS-71,8/20/2019,3313.8,368.2,90,20,44.55,145,19751.20059,6,117,36200,43,1805.6,175,1280,LOW RISK
SHS-17,8/20/2019,145.2,96.8,60,43,7.68,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
SHS-111,8/20/2019,228,372,38,38,16.2,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK
AGR-30,8/20/2019,3074.2,970.8,76,254,11.64,145,35071.88621,6.5,100,67900,138.48,320,180,6880,LOW RISK
SHS-135,8/20/2019,165.6,110.4,60,62,46.2,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK
SHS-87,8/20/2019,1940,1940,50,93,23.4,160,34140.60604,6.8,46,68000,64.7,180,150,6600,LOW RISK
SHS-199,8/20/2019,301.76,1010.24,23,46,6.25,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK
SHS-154,8/20/2019,284.9,122.1,70,48,5.82,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK
SHS-234,8/20/2019,187.2,351.75,33,239,9.9,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK
SHS-261,8/20/2019,466.48,485.52,49,160,16,154,29238.58221,6.5,35,57000,60.2,160,180,5760,LOW RISK
SHS-81,8/20/2019,574.66,399.34,59,201,10.92,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK
SHS-72,8/20/2019,445.26,97.74,82,93,8.7,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK
SHS-14,8/20/2019,963,245.1,75,61.1,28.08,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK
SHS-139,8/20/2019,2985.4,259.6,92,195,39.48,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK
SHS-73,8/20/2019,702.96,105.04,87,45.6,4.8,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK
SHS-80,8/20/2019,52.2,92.8,36,97,4.7,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK
SHS-20,8/20/2019,1772.88,219.12,89,146,8.65,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK
SHS-228,8/20/2019,4886.1,603.9,89,455,25.02,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK
SHS-75,8/20/2019,6156,684,90,385,63.58,208,4327.355246,6.5,60,7700,6.39,720,120,400,LOW RISK
SHS-224,8/20/2019,1097.07,163.93,87,79,7.84,166,23844.38529,6.3,125,46000,85.8,300,55,4640,LOW RISK
SHS-184,8/20/2019,229.08,10.64,93,29,7.26,107,22051.93996,6.5,87,45000,51.9,292.8,90,4800,LOW RISK
SHS-68,8/20/2019,3003,297,91,320,6.95,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK
SHS-95,8/20/2019,230.4,57.6,80,191,4.72,167,11792.7751,6.6,31,22200,134.1,756.4,65,1560,LOW RISK
SHS-137,8/20/2019,3949.44,538.56,88,29,3,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK
SHS-138,8/20/2019,4093.6,722.4,85,68,3.6,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK
SHS-177,8/20/2019,2232,868,72,28,7.5,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK
SHS-165,8/20/2019,3119.52,96.48,97,38.58,4,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK
SHS-17,8/20/2019,3719.07,279.93,93,15,4.65,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
AGR-33,8/21/2019,1554,518,75,113,7.5,200,36311.07612,6.1,19,75100,56.1,120,145,8600,LOW RISK
AGR-51,8/21/2019,423.36,248.64,63,25,7.4,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK
AGR-42,8/21/2019,4256.62,934.38,82,48,8.8,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK
AGR-3,8/21/2019,1137.84,155.16,88,40,17.27,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK
AGR-40,8/21/2019,189,470.4,30,51,32.85,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK
AGR-40,8/21/2019,189,470.4,30,51,32.85,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK
AGR-5,8/21/2019,2638.58,168.42,94,88,11.2,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK
AGR-44,8/21/2019,5072.22,381.78,93,52,16.96,100,32065.58442,6.3,130,61000,50.2,390,160,5000,LOW RISK
AGR-54,8/21/2019,3804.63,286.37,93,51,16.74,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK
AGR-14,8/21/2019,2677.12,330.88,89,50,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK
SHS-211,8/21/2019,1495.8,166.2,90,61,82.5,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK
SHS-71,8/21/2019,3313.8,368.2,90,20,44.55,145,19751.20059,6,117,36200,43,1805.6,175,1280,LOW RISK
SHS-17,8/21/2019,145.2,96.8,60,43,7.68,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
SHS-111,8/21/2019,228,372,38,38,16.2,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK
AGR-30,8/21/2019,3074.2,970.8,76,254,11.64,145,35071.88621,6.5,100,67900,138.48,320,180,6880,LOW RISK
SHS-135,8/21/2019,165.6,110.4,60,62,46.2,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK
SHS-87,8/21/2019,1940,1940,50,93,23.4,160,34140.60604,6.8,46,68000,64.7,180,150,6600,LOW RISK
SHS-199,8/21/2019,301.76,1010.24,23,46,6.25,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK
SHS-154,8/21/2019,284.9,122.1,70,48,5.82,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK
SHS-234,8/21/2019,187.2,351.75,33,239,9.9,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK
SHS-261,8/21/2019,466.48,485.52,49,160,16,154,29238.58221,6.5,35,57000,60.2,160,180,5760,LOW RISK
SHS-81,8/21/2019,574.66,399.34,59,200,10.92,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK
SHS-72,8/21/2019,445.26,97.74,82,93,8.7,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK
SHS-14,8/21/2019,963,245.1,75,61.1,28.08,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK
SHS-139,8/21/2019,2985.4,259.6,92,195,39.48,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK
SHS-73,8/21/2019,702.96,105.04,87,45.6,4.8,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK
SHS-80,8/21/2019,52.2,92.8,36,97,4.7,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK
SHS-20,8/21/2019,1772.88,219.12,89,146,8.65,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK
SHS-228,8/21/2019,4886.1,603.9,89,455,25.02,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK
SHS-75,8/21/2019,6156,684,90,385,63.58,208,4327.355246,6.5,60,7700,6.39,720,120,400,LOW RISK
SHS-224,8/21/2019,1097.07,163.93,87,79,7.84,166,23844.38529,6.3,125,46000,85.8,300,55,4640,LOW RISK
