Pozo,date,bapd,bppd,bsw,mscf,pco2,temp,Na,pH,SO4,Cl,Fe,bicarb,pres,Ca,criticidad,mpy
SHS-75,10/17/2019,6224.4,691.6,90,337,62.58,208,4327.355246,6.5,60,7700,6.39,720,120,400,LOW RISK,0.236
SHS-82,10/17/2019,469.31,191.69,71,20,3.6,180,34911.83602,6.6,66,65000,111.25,260,70,5320,LOW RISK,0.737
SHS-23,10/17/2019,2712.84,173.16,94,326,36.48,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.517
SHS-224,10/17/2019,1049.22,156.78,87,73,8.08,166,23844.38529,6.3,125,46000,85.8,300,55,4640,LOW RISK,0.062
SHS-22,10/17/2019,202.4,165.6,55,73,5.5,170,26974.86435,6.7,139,52500,86,310,40,4800,LOW RISK,0.55
SHS-225,10/17/2019,1209.6,302.4,80,91,9.2,150,29588.8987,6.4,111,55500,47.75,280,75,4960,LOW RISK,0.542
SHS-221,10/17/2019,2613.6,290.4,90,222,37.74,192,5570.39519,7.1,55,8900,3.28,870,100,320,LOW RISK,0.275
SHS-183,10/17/2019,2842.4,501.6,85,384,36.16,186,3379.202368,7.2,67,6500,5.19,990,120,760,LOW RISK,0.808
SHS-267,10/17/2019,2273.04,309.96,88,248,31,190,6475.314847,6.7,197,10500,4.92,1070,145,480,LOW RISK,0.758
SHS-68,10/17/2019,2733.64,270.36,91,248,7.2,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK,0.244
SHS-95,10/17/2019,671.58,66.42,91,195,13.5,180,15704.08064,7.2,31,27000,49.6,860,60,1560,LOW RISK,0.099
SHS-137,10/17/2019,3769.92,514.08,88,32,6.56,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK,0.188
SHS-138,10/17/2019,4377.84,654.16,87,30,10.8,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.51
SHS-177,10/17/2019,2240.64,871.36,72,30,15.68,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK,0.599
SHS-165,10/17/2019,3195.18,98.82,97,38,9.65,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK,0.894
SHS-17,10/17/2019,4230,270,94,18,8.46,187,27570.83568,7,45,54800,95.2,250,160,5240,LOW RISK,0.614
SHS-188,10/17/2019,3636,1212,75,38,7.8,194,29850.29328,6,45,58800,87,270,160,5680,LOW RISK,0.991
AGR-33,10/18/2019,1560,520,75,102,7.75,200,36311.07612,6.1,19,75100,56.1,120,145,8600,LOW RISK,0.016
AGR-51,10/18/2019,419.58,246.42,63,30,7.6,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK,0.32
AGR-42,10/18/2019,4532,617.76,88,47,9.05,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK,0.625
AGR-3,10/18/2019,1070.96,146.04,88,40,16.2,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.414
AGR-40,10/18/2019,167.94,454.06,27,57,31.64,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK,0.217
AGR-40,10/18/2019,167.94,454.06,27,57,31.64,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK,0.145
AGR-5,10/18/2019,3268,171,95,21,13.28,203,31929.20583,6.6,144,62200,64.5,280,160,5880,LOW RISK,0.721
AGR-44,10/18/2019,5101.05,384.86,93,52,17.44,100,32065.58442,6.3,130,61000,50.2,390,160,5000,LOW RISK,0.825
AGR-54,10/18/2019,3684.6,320.4,92,50,17.28,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK,0.072
AGR-14,10/18/2019,2616.6,209.4,89.5,50,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK,0.642
SHS-211,10/18/2019,1512,168,90,56,79.98,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK,0.42
SHS-56,10/18/2019,2021.448,309.738,87,55,84.96,205,9568.10179,6.9,177,18900,52.3,870,230,2080,MODERATE RISK,4.996
SHS-71,10/18/2019,3060.9,340.1,90,189,42.24,193,20848.38468,5.8,137,40000,83.52,450,170,3760,LOW RISK,0.208
SHS-52,10/18/2019,419.64,118.36,78,87,12.06,140,20212.62582,7.1,127.5,35500,39.75,390.4,198,2160,LOW RISK,0.336
SHS-17,10/18/2019,117,108,52,38,7.92,187,27570.83568,7,45,54800,95.2,250,160,5240,LOW RISK,0.137
SHS-111,10/18/2019,217.36,354.64,38,37,16.65,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK,0.142
AGR-30,10/18/2019,2888,986.64,76,255,12,145,35071.88621,6.5,100,67900,138.48,320,180,6880,MODERATE RISK,3.252
SHS-135,10/18/2019,182.4,121.6,60,62,41.54,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK,0.094
SHS-87,10/18/2019,1900.5,1900.5,50,93,37.2,160,34140.60604,6.8,46,68000,64.7,180,150,6600,LOW RISK,0.688
SHS-23,10/18/2019,2184.84,416.16,84,165,66.42,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.98
SHS-234,10/18/2019,160.4,245.4,40,239,10.2,137,27656.7931,6.7,14,54100,36.34,200,100,4880,LOW RISK,0.017
SHS-261,10/18/2019,407.25,494.45,45,160,16.48,154,29238.58221,6.5,35,57000,60.2,160,180,5760,LOW RISK,0.945
SHS-81,10/18/2019,557.55,387.45,59,200,7.5,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK,0.976
SHS-72,10/18/2019,314.16,78.54,80,96,10,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,LOW RISK,0.251
SHS-14,10/18/2019,1324.3,233.7,85,75,30.6,160,8992.228666,6.6,195,16800,17,930,150,1080,LOW RISK,0.163
SHS-139,10/18/2019,2966.08,257.92,92,195,45,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK,0.848
SHS-191,10/18/2019,3919.7,206.3,95,174,29.7,210,3288,6.5,43,5600,3.1,1110,170,440,LOW RISK,0.819
SHS-73,10/18/2019,717.6,62.4,92,39,4.95,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK,0.449
SHS-80,10/18/2019,48.96,87.04,36,96,4.85,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK,0.397
SHS-20,10/18/2019,1879.68,232.32,89,156,8.9,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK,0.316
SHS-228,10/18/2019,4845.16,598.84,89,62,24.31,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK,0.112
SHS-75,10/18/2019,6224.4,691.6,90,337,62.58,208,4327.355246,6.5,60,7700,6.39,720,120,400,LOW RISK,0.313
SHS-82,10/18/2019,469.31,191.69,71,20,3.6,180,34911.83602,6.6,66,65000,111.25,260,70,5320,LOW RISK,0.001
SHS-23,10/18/2019,2712.84,173.16,94,326,36.48,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.725
SHS-224,10/18/2019,1049.22,156.78,87,73,8.08,166,23844.38529,6.3,125,46000,85.8,300,55,4640,LOW RISK,0.901
SHS-22,10/18/2019,202.4,165.6,55,73,5.5,170,26974.86435,6.7,139,52500,86,310,40,4800,LOW RISK,0.136
SHS-225,10/18/2019,1209.6,302.4,80,91,9.2,150,29588.8987,6.4,111,55500,47.75,280,75,4960,LOW RISK,0.307
SHS-221,10/18/2019,2613.6,290.4,90,222,37.74,192,5570.39519,7.1,55,8900,3.28,870,100,320,LOW RISK,0.871
SHS-183,10/18/2019,2842.4,501.6,85,384,36.16,186,3379.202368,7.2,67,6500,5.19,990,120,760,LOW RISK,0.728
SHS-267,10/18/2019,2273.04,309.96,88,248,31,190,6475.314847,6.7,197,10500,4.92,1070,145,480,LOW RISK,0.313
SHS-68,10/18/2019,2733.64,270.36,91,248,7.2,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK,0.147
SHS-95,10/18/2019,671.58,66.42,91,195,13.5,180,15704.08064,7.2,31,27000,49.6,860,60,1560,LOW RISK,0.44
SHS-137,10/18/2019,3769.92,514.08,88,32,6.56,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK,0.793
SHS-138,10/18/2019,4377.84,654.16,87,30,10.8,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.569
SHS-177,10/18/2019,2240.64,871.36,72,30,15.68,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK,0.164
SHS-165,10/18/2019,3195.18,98.82,97,38,9.65,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK,0.229
SHS-17,10/18/2019,4230,270,94,18,8.46,187,27570.83568,7,45,54800,95.2,250,160,5240,LOW RISK,0.919
SHS-188,10/18/2019,3636,1212,75,38,7.8,194,29850.29328,6,45,58800,87,270,160,5680,LOW RISK,0.205
AGR-33,10/19/2019,1560,520,75,102,7.75,200,36311.07612,6.1,19,75100,56.1,120,145,8600,LOW RISK,0.984
AGR-51,10/19/2019,421.47,247.53,63,30,7.6,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK,0.745
AGR-42,10/19/2019,4530.24,617.76,88,47,9.05,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK,0.946
AGR-3,10/19/2019,1070.96,146.04,88,40,16.2,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.45
AGR-40,10/19/2019,167.94,454.06,27,57,31.64,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK,0.616
AGR-40,10/19/2019,167.94,454.06,27,57,31.64,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK,0.025
AGR-5,10/19/2019,3249,171,95,21,13.28,203,31929.20583,6.6,144,62200,64.5,280,160,5880,LOW RISK,0.774
AGR-44,10/19/2019,5113.14,384.86,93,52,17.44,100,32065.58442,6.3,130,61000,50.2,390,160,5000,LOW RISK,0.061
AGR-54,10/19/2019,3684.6,320.4,92,50,17.28,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK,0.759
AGR-14,10/19/2019,2616.6,209.4,89.5,50,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK,0.556
SHS-211,10/19/2019,1512,168,90,56,79.98,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK,0.231
SHS-56,10/19/2019,2021.448,309.738,87,55,84.96,205,9568.10179,6.9,177,18900,52.3,870,230,2080,MODERATE RISK,1.042
SHS-71,10/19/2019,3060.9,340.1,90,189,42.24,193,20848.38468,5.8,137,40000,83.52,450,170,3760,LOW RISK,0.226
SHS-52,10/19/2019,419.64,118.36,78,87,12.06,140,20212.62582,7.1,127.5,35500,39.75,390.4,198,2160,LOW RISK,0.373
SHS-17,10/19/2019,117,108,52,38,7.92,187,27570.83568,7,45,54800,95.2,250,160,5240,LOW RISK,0.925
SHS-111,10/19/2019,217.36,354.64,38,37,16.65,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK,0.963
AGR-30,10/19/2019,3124.36,986.64,76,255,12,145,35071.88621,6.5,100,67900,138.48,320,180,6880,MODERATE RISK,1.378
SHS-135,10/19/2019,182.4,121.6,60,62,41.54,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK,0.213
SHS-87,10/19/2019,1900.5,1900.5,50,93,37.2,160,34140.60604,6.8,46,68000,64.7,180,150,6600,LOW RISK,0.169
SHS-23,10/19/2019,2184.84,416.16,84,165,66.42,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.694
SHS-234,10/19/2019,163.6,245.4,40,239,10.2,137,27656.7931,6.7,14,54100,36.34,200,100,4880,LOW RISK,0.916
SHS-261,10/19/2019,404.55,494.45,45,160,16.48,154,29238.58221,6.5,35,57000,60.2,160,180,5760,LOW RISK,0.265
SHS-81,10/19/2019,557.55,387.45,59,200,7.5,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK,0.617
SHS-72,10/19/2019,314.16,78.54,80,96,10,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,LOW RISK,0.12
SHS-14,10/19/2019,1324.3,233.7,85,75,30.6,160,8992.228666,6.6,195,16800,17,930,150,1080,LOW RISK,0.398
SHS-139,10/19/2019,2966.08,257.92,92,195,45,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK,0.478
SHS-191,10/19/2019,3919.7,206.3,95,174,29.7,210,3288,6.5,43,5600,3.1,1110,170,440,LOW RISK,0.331
SHS-73,10/19/2019,717.6,62.4,92,39,4.95,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK,0.59
SHS-80,10/19/2019,48.96,87.04,36,96,4.85,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK,0.614
SHS-20,10/19/2019,1879.68,232.32,89,156,8.9,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK,0.323
SHS-228,10/19/2019,4845.16,598.84,89,62,24.31,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK,0.735
SHS-75,10/19/2019,6224.4,691.6,90,337,62.58,208,4327.355246,6.5,60,7700,6.39,720,120,400,LOW RISK,0.336
SHS-82,10/19/2019,469.31,191.69,71,20,3.6,180,34911.83602,6.6,66,65000,111.25,260,70,5320,LOW RISK,0.834
SHS-23,10/19/2019,2726,174,94,326,36.48,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.895
SHS-224,10/19/2019,1049.22,156.78,87,73,8.08,166,23844.38529,6.3,125,46000,85.8,300,55,4640,LOW RISK,0.484
SHS-22,10/19/2019,202.4,165.6,55,73,5.5,170,26974.86435,6.7,139,52500,86,310,40,4800,LOW RISK,0.299
SHS-225,10/19/2019,1209.6,302.4,80,91,9.2,150,29588.8987,6.4,111,55500,47.75,280,75,4960,LOW RISK,0.788
SHS-221,10/19/2019,2613.6,290.4,90,222,37.74,192,5570.39519,7.1,55,8900,3.28,870,100,320,LOW RISK,0.887
SHS-183,10/19/2019,2842.4,501.6,85,384,36.16,186,3379.202368,7.2,67,6500,5.19,990,120,760,LOW RISK,0.333
SHS-267,10/19/2019,2273.04,309.96,88,248,31,190,6475.314847,6.7,197,10500,4.92,1070,145,480,LOW RISK,0.857
SHS-68,10/19/2019,2757.3,272.7,91,248,7.2,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK,0.725
SHS-95,10/19/2019,671.58,66.42,91,195,13.5,180,15704.08064,7.2,31,27000,49.6,860,60,1560,LOW RISK,0.233
SHS-137,10/19/2019,3769.92,514.08,88,32,6.56,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK,0.548
SHS-138,10/19/2019,4377.84,654.16,87,30,10.8,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.72
SHS-177,10/19/2019,2240.64,871.36,72,30,15.68,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK,0.88
SHS-165,10/19/2019,3195.18,98.82,97,38,9.65,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK,0.827
SHS-17,10/19/2019,4250.68,271.32,94,18,8.46,187,27570.83568,7,45,54800,95.2,250,160,5240,LOW RISK,0.854
SHS-188,10/19/2019,3636,1212,75,38,7.8,194,29850.29328,6,45,58800,87,270,160,5680,LOW RISK,0.69
AGR-33,10/20/2019,1560,520,75,102,7.75,200,36311.07612,6.1,19,75100,56.1,120,145,8600,LOW RISK,0.479
AGR-51,10/20/2019,421.47,247.53,63,30,7.6,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK,0.314
AGR-42,10/20/2019,4530.24,617.76,88,47,9.05,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK,0.034
AGR-3,10/20/2019,1072.72,146.28,88,40,16.2,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.14
AGR-40,10/20/2019,165.51,447.49,27,57,31.64,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK,0.336
AGR-40,10/20/2019,165.51,447.49,27,57,31.64,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK,0.543
AGR-5,10/20/2019,3249,171,95,21,13.28,203,31929.20583,6.6,144,62200,64.5,280,160,5880,LOW RISK,0.825
AGR-44,10/20/2019,5113.14,384.86,93,52,17.44,100,32065.58442,6.3,130,61000,50.2,390,160,5000,LOW RISK,0.158
AGR-54,10/20/2019,3678.16,319.84,92,50,17.28,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK,0.031
AGR-14,10/20/2019,2616.6,209.4,89.5,50,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK,0.308
SHS-211,10/20/2019,1512,168,90,56,79.98,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK,0.7
SHS-56,10/20/2019,2021.448,309.738,87,55,84.96,205,9568.10179,6.9,177,18900,52.3,870,230,2080,MODERATE RISK,1.533
SHS-71,10/20/2019,3060.9,340.1,90,189,42.24,193,20848.38468,5.8,137,40000,83.52,450,170,3760,LOW RISK,0.389
SHS-52,10/20/2019,419.64,118.36,78,87,12.06,140,20212.62582,7.1,127.5,35500,39.75,390.4,198,2160,LOW RISK,0.39
SHS-17,10/20/2019,117,108,52,38,7.92,187,27570.83568,7,45,54800,95.2,250,160,5240,LOW RISK,0.812
SHS-111,10/20/2019,217.36,354.64,38,37,16.65,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK,0.821
AGR-30,10/20/2019,3124.36,986.64,76,255,12,145,35071.88621,6.5,100,67900,138.48,320,180,6880,MODERATE RISK,2.787
SHS-135,10/20/2019,182.4,121.6,60,62,41.54,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK,0.823
SHS-87,10/20/2019,1900.5,1900.5,50,93,37.2,160,34140.60604,6.8,46,68000,64.7,180,150,6600,LOW RISK,0.775
SHS-23,10/20/2019,2184.84,416.16,84,165,66.42,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.602
SHS-234,10/20/2019,163.6,245.4,40,239,10.2,137,27656.7931,6.7,14,54100,36.34,200,100,4880,LOW RISK,0.876
SHS-261,10/20/2019,404.55,494.45,45,160,16.48,154,29238.58221,6.5,35,57000,60.2,160,180,5760,LOW RISK,0.491
SHS-81,10/20/2019,557.55,387.45,59,200,7.5,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK,0.775
SHS-72,10/20/2019,314.16,78.54,80,96,10,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,LOW RISK,0.71
SHS-14,10/20/2019,1324.3,233.7,85,75,30.6,160,8992.228666,6.6,195,16800,17,930,150,1080,LOW RISK,0.006
SHS-139,10/20/2019,2966.08,257.92,92,195,45,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK,0.455
SHS-191,10/20/2019,3919.7,206.3,95,174,29.7,210,3288,6.5,43,5600,3.1,1110,170,440,LOW RISK,0.444
SHS-73,10/20/2019,717.6,62.4,92,39,4.95,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK,0.729
SHS-80,10/20/2019,48.96,87.04,36,96,4.85,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK,0.865
SHS-20,10/20/2019,1879.68,232.32,89,156,8.9,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK,0.232
SHS-228,10/20/2019,4845.16,598.84,89,62,24.31,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK,0.229
SHS-75,10/20/2019,6255,695,90,337,62.58,208,4327.355246,6.5,60,7700,6.39,720,120,400,LOW RISK,0.907
SHS-82,10/20/2019,469.31,191.69,71,20,3.6,180,34911.83602,6.6,66,65000,111.25,260,70,5320,LOW RISK,0.994
SHS-23,10/20/2019,2726,174,94,326,36.48,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.701
SHS-224,10/20/2019,1049.22,156.78,87,73,8.08,166,23844.38529,6.3,125,46000,85.8,300,55,4640,LOW RISK,0.834
SHS-22,10/20/2019,202.4,165.6,55,73,5.5,170,26974.86435,6.7,139,52500,86,310,40,4800,LOW RISK,0.801
SHS-225,10/20/2019,1209.6,302.4,80,91,9.2,150,29588.8987,6.4,111,55500,47.75,280,75,4960,LOW RISK,0.819
SHS-221,10/20/2019,2613.6,290.4,90,222,37.74,192,5570.39519,7.1,55,8900,3.28,870,100,320,LOW RISK,0.684
SHS-183,10/20/2019,2842.4,501.6,85,384,36.16,186,3379.202368,7.2,67,6500,5.19,990,120,760,LOW RISK,0.623
SHS-267,10/20/2019,2273.04,309.96,88,248,31,190,6475.314847,6.7,197,10500,4.92,1070,145,480,LOW RISK,0.881
SHS-68,10/20/2019,2757.3,272.7,91,248,7.2,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK,0.367
SHS-95,10/20/2019,671.58,66.42,91,195,13.5,180,15704.08064,7.2,31,27000,49.6,860,60,1560,LOW RISK,0.53
SHS-137,10/20/2019,3696,504,88,32,6.56,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK,0.926
SHS-138,10/20/2019,4377.84,654.16,87,30,10.8,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.571
SHS-177,10/20/2019,2240.64,871.36,72,30,15.68,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK,0.188
SHS-165,10/20/2019,3195.18,98.82,97,38,9.65,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK,0.324
SHS-17,10/20/2019,4250.68,271.32,94,18,8.46,187,27570.83568,7,45,54800,95.2,250,160,5240,LOW RISK,0.792
SHS-188,10/20/2019,3633.75,1211.25,75,38,7.8,194,29850.29328,6,45,58800,87,270,160,5680,LOW RISK,0.339
AGR-33,10/21/2019,1560,520,75,102,7.75,200,36311.07612,6.1,19,75100,56.1,120,145,8600,LOW RISK,0.066
AGR-51,10/21/2019,421.47,247.53,63,30,7.6,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK,0.783
AGR-42,10/21/2019,4530.24,617.76,88,47,9.05,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK,0.533
AGR-3,10/21/2019,1072.72,146.28,88,40,16.2,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.29
AGR-40,10/21/2019,165.51,447.49,27,57,31.64,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK,0.769
AGR-40,10/21/2019,165.51,447.49,27,57,31.64,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK,0.756
AGR-5,10/21/2019,3249,171,95,21,13.28,203,31929.20583,6.6,144,62200,64.5,280,160,5880,LOW RISK,0.788
AGR-44,10/21/2019,5113.14,384.86,93,52,17.44,100,32065.58442,6.3,130,61000,50.2,390,160,5000,LOW RISK,0.873
AGR-54,10/21/2019,3678.16,319.84,92,50,17.28,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK,0.704
AGR-14,10/21/2019,2616.6,209.4,89.5,50,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK,0.929
SHS-211,10/21/2019,1512,168,90,56,79.98,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK,0.894
SHS-56,10/21/2019,2021.448,309.738,87,55,84.96,205,9568.10179,6.9,177,18900,52.3,870,230,2080,MODERATE RISK,2.331
SHS-71,10/21/2019,3060.9,340.1,90,189,42.24,193,20848.38468,5.8,137,40000,83.52,450,170,3760,LOW RISK,0.774
SHS-52,10/21/2019,419.64,118.36,78,87,12.06,140,20212.62582,7.1,127.5,35500,39.75,390.4,198,2160,LOW RISK,0.714
SHS-17,10/21/2019,117,108,52,38,7.92,187,27570.83568,7,45,54800,95.2,250,160,5240,LOW RISK,0.855
SHS-111,10/21/2019,217.36,354.64,38,37,16.65,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK,0.292
AGR-30,10/21/2019,3124.36,986.64,76,255,12,145,35071.88621,6.5,100,67900,138.48,320,180,6880,MODERATE RISK,2.607
SHS-135,10/21/2019,182.4,121.6,60,62,41.54,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK,0.657
SHS-87,10/21/2019,1900.5,1900.5,50,93,37.2,160,34140.60604,6.8,46,68000,64.7,180,150,6600,LOW RISK,0.473
SHS-23,10/21/2019,2184.84,416.16,84,165,66.42,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.532
SHS-234,10/21/2019,163.6,245.4,40,239,10.2,137,27656.7931,6.7,14,54100,36.34,200,100,4880,LOW RISK,0.803
SHS-261,10/21/2019,404.55,494.45,45,160,16.48,154,29238.58221,6.5,35,57000,60.2,160,180,5760,LOW RISK,0.159
SHS-81,10/21/2019,557.55,389.09,59,200,7.5,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK,0.715
SHS-72,10/21/2019,314.16,78.54,80,96,10,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,LOW RISK,0.091
SHS-14,10/21/2019,1324.3,233.7,85,75,30.6,160,8992.228666,6.6,195,16800,17,930,150,1080,LOW RISK,0.728
SHS-139,10/21/2019,2966.08,257.92,92,195,45,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK,0.691
SHS-191,10/21/2019,3919.7,206.3,95,174,29.7,210,3288,6.5,43,5600,3.1,1110,170,440,LOW RISK,0.615
SHS-73,10/21/2019,717.6,62.4,92,39,4.95,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK,0.01
SHS-80,10/21/2019,48.96,87.04,36,96,4.85,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK,0.673
SHS-20,10/21/2019,1879.68,229.9,89,156,8.9,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK,0.849
SHS-228,10/21/2019,4845.16,598.84,89,62,24.31,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK,0.508
SHS-75,10/21/2019,6255,695,90,337,62.58,208,4327.355246,6.5,60,7700,6.39,720,120,400,LOW RISK,0.891
SHS-82,10/21/2019,469.31,191.69,71,20,3.6,180,34911.83602,6.6,66,65000,111.25,260,70,5320,LOW RISK,0.697
SHS-23,10/21/2019,2726,174,94,326,36.48,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.044
SHS-224,10/21/2019,1049.22,156.78,87,73,8.08,166,23844.38529,6.3,125,46000,85.8,300,55,4640,LOW RISK,0.702
SHS-22,10/21/2019,202.4,165.6,55,73,5.5,170,26974.86435,6.7,139,52500,86,310,40,4800,LOW RISK,0.063
SHS-225,10/21/2019,1209.6,302.4,80,91,9.2,150,29588.8987,6.4,111,55500,47.75,280,75,4960,LOW RISK,0.83
SHS-221,10/21/2019,2613.6,290.4,90,222,37.74,192,5570.39519,7.1,55,8900,3.28,870,100,320,LOW RISK,0.147
SHS-183,10/21/2019,2842.4,497.25,85,384,36.16,186,3379.202368,7.2,67,6500,5.19,990,120,760,LOW RISK,0.065
SHS-267,10/21/2019,2273.04,309.96,88,248,31,190,6475.314847,6.7,197,10500,4.92,1070,145,480,LOW RISK,0.109
SHS-68,10/21/2019,2757.3,272.7,91,248,7.2,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK,0.043
SHS-95,10/21/2019,671.58,66.42,91,195,13.5,180,15704.08064,7.2,31,27000,49.6,860,60,1560,LOW RISK,0.463
SHS-137,10/21/2019,3696,504,88,32,6.56,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK,0.385
SHS-138,10/21/2019,4377.84,654.16,87,30,10.8,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.645
SHS-177,10/21/2019,2240.64,871.36,72,30,15.68,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK,0.568
